lead_id,name,email,company,industry,lead_source,lead_score,engagement_score,page_views,email_opens,time_on_site_minutes,converted,conversion_probability,days_in_pipeline,last_activity_date
LEAD-01044,Louis Davis,jacobmata@miller.org,Price Group,SaaS,paid_search,28.7,7.3,35,19,39.8,False,0.229,36,2026-02-22
LEAD-01045,Thomas Graves,griffinaaron@cardenas.biz,Smith-Wilson,Education,paid_search,50.5,71.4,36,16,6.7,False,0.474,76,2026-03-03
LEAD-01046,Anthony Garcia,bwood@jacobs-gallegos.com,"Reyes, Lewis and Porter",Media,referral,58.9,59.2,37,8,43.0,False,0.514,31,2026-03-23
LEAD-01047,Michael Marquez,brittneymiller@dillon-simon.biz,"Love, Scott and Cunningham",Retail,referral,14.7,1.5,32,8,34.6,False,0.105,67,2026-02-18
LEAD-01048,Joel Hicks,kaylajenkins@palmer.net,Holder-Bush,Retail,demo_request,30.6,10.8,33,19,44.6,False,0.359,51,2026-02-18
LEAD-01049,Brad Marshall,andrewburton@martinez.com,Rogers-Schmidt,SaaS,webinar,44.2,62.5,50,15,23.6,False,0.455,30,2026-02-06
LEAD-01050,Patrick Davenport,martinscott@garcia-cox.com,"Johnson, Bright and Heath",E-commerce,social,15.9,21.1,8,17,31.3,False,0.206,42,2026-02-25
LEAD-01051,James Graham,brownmolly@ballard.org,Keith-Stewart,SaaS,content_download,9.8,29.6,47,19,13.2,False,0.007,7,2026-02-03
LEAD-01052,David Baxter,laura79@good.com,Berry-Winters,Education,demo_request,11.7,17.5,19,8,21.3,False,0.262,24,2026-01-27
LEAD-01053,Andrea Gallegos,anthony90@torres-newman.com,"Henderson, Banks and Mclean",Media,organic_search,36.2,28.0,29,4,16.6,False,0.336,35,2026-02-09
LEAD-01054,Jennifer Sanchez,zvelasquez@robinson.com,Lester-Myers,Manufacturing,content_download,49.1,52.6,10,15,25.5,False,0.717,9,2026-03-06
LEAD-01055,Dr. Ryan Newman,alexisbridges@monroe.info,"Wheeler, Smith and Morse",SaaS,webinar,25.0,34.5,22,8,21.0,False,0.256,84,2026-02-28
LEAD-01056,Ana Bolton,miguel07@pierce-graham.com,Lowe PLC,Fintech,webinar,39.0,30.1,31,8,40.8,False,0.367,59,2026-03-07
LEAD-01057,Amber Garcia,victoriastevens@perry-clark.org,"Perez, White and Barnes",Manufacturing,organic_search,6.7,13.1,40,7,27.7,False,0.245,33,2026-02-03
LEAD-01058,Mark West,gcooper@massey.com,Garcia-Rogers,Retail,demo_request,40.8,45.7,1,7,20.5,False,0.428,22,2026-02-20
LEAD-01059,Samantha Knapp,millervanessa@anderson.com,"Burton, Brown and Martin",SaaS,paid_search,14.6,16.5,21,13,23.8,False,0.052,77,2026-02-16
LEAD-01060,Ronald Booth,truiz@norman.net,"Hogan, Robinson and Wilson",E-commerce,content_download,26.4,32.7,2,17,29.5,False,0.235,48,2026-02-02
LEAD-01061,Edward Hunter,melissa28@morgan-parks.net,Daniels-Mahoney,Media,referral,34.5,28.7,30,0,40.1,False,0.501,61,2026-02-17
LEAD-01062,Dwayne Hernandez,edward96@cox-meyer.com,Cruz-Banks,Manufacturing,organic_search,20.0,11.5,7,6,26.1,False,0.0,87,2026-02-15
LEAD-01063,Christine Anderson,hamiltontina@harrington.net,Booth Inc,Healthcare,demo_request,13.8,36.3,39,20,8.2,False,0.09,42,2026-02-27
LEAD-01064,Dennis Burnett,hurststacy@garcia-garcia.net,Estes Ltd,Retail,referral,20.0,33.5,40,15,31.3,False,0.025,39,2026-02-13
LEAD-01065,Scott Miller,watkinskevin@fletcher.biz,"Price, Perkins and Dawson",Retail,demo_request,5.3,0.0,16,2,34.5,False,0.013,62,2026-02-09
LEAD-01066,Jason Whitaker,washingtonkara@perez.info,"Adams, Chen and Donaldson",Media,organic_search,30.1,18.0,34,12,8.6,False,0.24,53,2026-02-28
LEAD-01067,William Patrick,jaredsmith@lopez.com,Faulkner Group,Media,content_download,1.3,0.0,49,16,18.8,False,0.014,52,2026-02-03
LEAD-01068,James Perez,ebonylee@kelly.org,Sims-Moore,Healthcare,demo_request,40.5,17.0,15,17,18.0,False,0.422,69,2026-02-01
LEAD-01069,Eugene Benjamin,scottkirk@velazquez.biz,Patterson-Scott,E-commerce,paid_search,40.0,32.0,1,6,6.8,False,0.576,53,2026-01-30
LEAD-01070,Michelle Kramer,jimenezkatherine@roy.com,"Oneill, Johnson and Becker",Fintech,social,43.4,31.2,44,19,23.4,False,0.423,39,2026-02-20
LEAD-01071,Anthony Rivera,collinsmatthew@roach-nichols.biz,"Reed, Smith and Kelley",SaaS,webinar,3.7,10.4,17,12,18.1,False,0.052,36,2026-03-24
LEAD-01072,John Chen,stephenmccarthy@hall.org,Jackson and Sons,Media,referral,34.2,13.9,2,10,10.5,False,0.512,39,2026-02-12
LEAD-01073,Joseph Stephens,vasquezwendy@montoya.info,Edwards-Lewis,Education,demo_request,10.8,21.8,16,8,43.5,False,0.0,84,2026-03-01
LEAD-01074,Tina Spencer,scottjoel@martin.com,Sutton-Green,Manufacturing,social,29.0,0.0,7,4,5.3,False,0.266,60,2026-02-20
LEAD-01075,Melanie Pitts,averyrichard@hicks.com,"Moore, Martin and Day",Retail,paid_search,2.5,0.0,4,17,29.5,False,0.19,10,2026-02-20
LEAD-01076,Madison Yates,shawn48@fox-glover.biz,"Moody, Moss and Turner",Fintech,demo_request,9.3,35.6,34,19,11.6,False,0.123,33,2026-02-26
LEAD-01077,Dennis Wilson,steven99@scott.com,Brown-Harris,Fintech,webinar,16.3,7.9,1,0,35.6,False,0.154,76,2026-03-23
LEAD-01078,David Nichols,spowell@sanders.org,Morris-Richardson,Fintech,demo_request,41.5,44.8,2,11,11.5,False,0.439,50,2026-02-09
LEAD-01079,Misty Osborne,scottcombs@holloway.info,"Valencia, Robinson and Acevedo",Manufacturing,organic_search,28.3,40.0,19,20,16.3,False,0.169,68,2026-03-11
LEAD-01080,Daisy Carr,jonathanhansen@williams.com,Hart PLC,Retail,webinar,29.6,62.6,27,19,2.3,False,0.318,11,2026-02-03
LEAD-01081,Rachel Perkins,anamoore@elliott.com,"Flores, Ramos and Dean",Fintech,paid_search,57.0,41.5,13,2,35.5,False,0.572,41,2026-02-24
LEAD-01082,Teresa Morgan,benjamin81@davis-miller.biz,Murray PLC,Fintech,demo_request,46.2,33.4,20,0,42.8,False,0.642,16,2026-02-27
LEAD-01083,William Russell,harrisonshawna@howe-leonard.com,Hall-Wagner,Manufacturing,content_download,10.1,21.2,30,10,23.4,False,0.08,35,2026-02-06
LEAD-01084,Elizabeth Wiggins,woneill@fletcher.org,"Chavez, Harris and Johnson",Fintech,referral,63.5,35.3,28,16,19.1,False,0.823,12,2026-02-23
LEAD-01085,Paul Sanchez,marc45@davis.com,Jones PLC,Fintech,referral,33.2,21.2,29,18,33.6,False,0.315,26,2026-03-17
LEAD-01086,Kathryn Castro,christianstanton@liu-sanchez.net,"Meyer, Marquez and Johnson",Healthcare,paid_search,20.3,33.7,16,10,19.9,False,0.236,79,2026-03-21
LEAD-01087,Martha Lopez,martinstephanie@wiley-pacheco.biz,Sexton-Vargas,Education,paid_search,28.3,22.2,2,2,25.0,False,0.115,33,2026-01-30
LEAD-01088,Sydney Frazier,heathermoore@gray.info,Brown-Conrad,Manufacturing,referral,20.7,56.2,26,12,4.2,False,0.097,86,2026-01-26
LEAD-01089,Virginia Castillo,markphelps@hopkins.org,Garza-Cross,Fintech,webinar,48.7,50.8,46,11,2.9,False,0.394,54,2026-02-08
LEAD-01090,Jackson Rangel,wilsonmatthew@cohen-gonzalez.com,Jordan-Walker,Education,organic_search,20.9,0.0,1,6,4.0,False,0.218,40,2026-01-31
LEAD-01091,Mark Sexton,kelly31@robertson-white.com,"Acosta, Browning and Rivera",E-commerce,content_download,35.8,36.2,42,15,40.0,False,0.491,86,2026-03-14
LEAD-01092,Steve Reed,tina21@cochran-giles.net,Suarez-Bell,Fintech,content_download,34.3,27.6,27,11,37.3,False,0.356,28,2026-01-26
LEAD-01093,Rodney Larson,alexander83@myers.net,"Campbell, Lane and Gonzalez",Education,content_download,43.1,42.5,28,11,31.7,False,0.282,47,2026-03-23
LEAD-01094,Nicholas Patel,gwalter@rice.com,"White, Cooper and Friedman",Education,referral,39.9,46.1,48,2,6.2,False,0.439,85,2026-02-13
LEAD-01095,Christopher Lewis,qgarcia@reynolds.info,Stevens and Sons,SaaS,paid_search,20.1,21.1,49,17,13.0,False,0.214,53,2026-03-15
LEAD-01096,Michele Kemp,goldendonna@dickerson.com,Tanner Group,Media,content_download,52.0,33.8,12,13,12.1,False,0.663,87,2026-03-22
LEAD-01097,Cristina Browning,ggross@williams.net,Willis-Mays,SaaS,organic_search,18.6,34.0,39,16,28.0,False,0.208,66,2026-03-25
LEAD-01098,Ian Baker,angela78@schultz-parker.com,Faulkner-Green,E-commerce,social,50.7,76.1,44,6,37.3,False,0.429,28,2026-03-16
LEAD-01099,Susan Holmes,wbriggs@boone-jones.biz,"Chapman, Martin and Vargas",Education,demo_request,75.7,69.7,12,10,28.5,True,0.75,56,2026-02-14
LEAD-01100,Randall Johnson,sandersalexandra@smith.com,Smith PLC,Fintech,demo_request,40.4,30.4,35,13,36.4,False,0.538,83,2026-03-23
LEAD-01101,Raymond Carlson,curtis59@wang.com,Mcdonald Group,SaaS,referral,18.3,0.0,45,16,4.3,False,0.301,32,2026-03-14
LEAD-01102,Joyce Garcia,john74@moss-hines.info,"Cooper, Barnes and Sutton",Education,content_download,15.3,29.7,30,10,38.2,False,0.154,32,2026-02-04
LEAD-01103,David Jones,davisrichard@wood.com,Jones-Snyder,Education,demo_request,17.3,0.1,3,14,30.4,False,0.091,80,2026-03-08
LEAD-01104,Elizabeth Kelley,richard34@singh.com,Johnson Ltd,E-commerce,webinar,39.5,1.4,48,10,1.3,False,0.254,90,2026-03-21
LEAD-01105,Melissa Glover,nelsonbrian@figueroa.com,"Chavez, Torres and Scott",Fintech,content_download,14.6,0.0,17,1,34.2,False,0.089,86,2026-03-21
LEAD-01106,Erik Alvarez,ldavis@mercado-lopez.net,Lopez Inc,Manufacturing,demo_request,11.2,3.8,18,13,32.2,False,0.293,10,2026-02-11
LEAD-01107,Robert Ryan,melissa70@schmitt.com,Holmes-Buchanan,Fintech,organic_search,4.2,5.5,26,19,1.5,False,0.0,81,2026-03-10
LEAD-01108,Corey Benson,markwhite@shelton-brown.com,Weber-Rodriguez,Retail,organic_search,11.5,33.3,7,19,42.6,False,0.04,45,2026-02-25
LEAD-01109,Mary Ross,iobrien@webb.com,"Stevens, Anderson and Molina",Media,paid_search,56.3,57.4,41,14,7.4,False,0.601,31,2026-02-17
LEAD-01110,Michelle Mills,gbray@mcmahon-allen.com,"Hill, Hall and Gonzales",SaaS,paid_search,28.9,48.6,8,10,24.3,False,0.141,49,2026-03-01
LEAD-01111,Amber Jackson,wattsstephanie@osborn.net,Huber PLC,Education,paid_search,9.3,8.6,49,19,35.3,False,0.19,35,2026-02-24
LEAD-01112,Timothy Hernandez,robertanderson@arnold-velez.com,"Prince, Rodriguez and Hutchinson",Fintech,webinar,27.6,39.5,2,10,11.8,False,0.378,3,2026-02-23
LEAD-01113,Judith Brown,stanley15@huang.org,Morales Ltd,SaaS,webinar,46.5,39.7,11,6,5.3,False,0.462,46,2026-01-27
LEAD-01114,Jessica Huang,johnholmes@rubio.com,"Fields, Wheeler and Herrera",SaaS,referral,10.4,39.1,36,15,11.3,False,0.191,44,2026-03-07
LEAD-01115,Monica Tran,robert53@lynch.com,Martinez PLC,Healthcare,webinar,9.7,22.2,2,1,11.2,False,0.069,35,2026-03-20
LEAD-01116,Marcus Harris,lori32@kemp.com,Green-Adams,Healthcare,paid_search,59.7,51.2,48,19,7.6,False,0.647,50,2026-03-05
LEAD-01117,Kelli Hawkins,kingamy@larson.com,Jennings and Sons,Manufacturing,content_download,63.1,57.0,24,11,32.0,True,0.723,49,2026-02-07
LEAD-01118,Todd Turner,lwilson@wallace.net,Gonzalez-Zuniga,Fintech,webinar,32.7,48.4,20,19,22.7,False,0.358,50,2026-02-05
LEAD-01119,Darrell Zuniga,jennifer21@cooper-howard.com,Griffin-Moore,Manufacturing,content_download,44.0,36.9,29,17,31.3,False,0.475,30,2026-01-28
LEAD-01120,Shelley Mooney,xpham@martin-thompson.com,"Vega, Chavez and Johnson",Healthcare,webinar,31.0,11.7,38,9,9.7,False,0.511,4,2026-03-14
LEAD-01121,Scott Diaz,warrenkrista@larsen-bradford.com,"Williams, Conway and Carney",Manufacturing,organic_search,33.5,40.9,35,16,23.1,False,0.253,57,2026-01-31
LEAD-01122,Aaron Wong,aarontapia@sanchez-graham.biz,Hodges-Best,Media,webinar,50.1,62.0,12,16,42.3,False,0.569,2,2026-03-01
LEAD-01123,Jessica Tucker,acostarhonda@mcdonald-young.com,Forbes-Mason,Manufacturing,referral,16.6,0.5,12,16,11.3,False,0.0,58,2026-03-15
LEAD-01124,Leslie Johnson,amandaconrad@vargas.com,Kim-Simon,Healthcare,organic_search,29.1,11.1,44,2,25.5,False,0.3,72,2026-03-11
LEAD-01125,Brian Salazar,hcrosby@hernandez.com,Jacobs-Morales,Retail,demo_request,11.1,40.6,24,20,29.1,False,0.107,88,2026-02-22
LEAD-01126,Sherry Salinas,eric42@murphy-wilson.info,"Sanchez, Beltran and Hernandez",Education,referral,12.1,13.9,49,20,31.3,False,0.244,3,2026-02-02
LEAD-01127,Nicholas Greer,brownsean@rivera.com,Wright-Rodriguez,Media,demo_request,32.9,10.1,19,10,39.2,False,0.292,21,2026-03-07
LEAD-01128,Eric Phillips,floydtravis@haynes.info,"Kemp, Rodgers and Robertson",Manufacturing,content_download,44.2,18.2,48,12,29.0,False,0.461,1,2026-02-17
LEAD-01129,Christopher Mitchell,jefferyrhodes@good.net,Walker Inc,Healthcare,paid_search,24.1,19.7,29,3,42.3,False,0.251,82,2026-03-18
LEAD-01130,William Chan,kristy03@garrett.net,Lee LLC,Media,social,32.3,48.4,34,14,37.1,False,0.202,7,2026-02-21
LEAD-01131,Ronald Wright,danielhuynh@wood.com,"Lam, Sims and Mccann",SaaS,content_download,18.9,5.2,9,1,22.1,False,0.196,85,2026-03-19
LEAD-01132,Luis Jimenez,annette97@taylor.org,Baxter Group,Fintech,organic_search,33.3,32.0,17,12,35.8,False,0.046,75,2026-03-17
LEAD-01133,Kevin Meadows,nicolegraves@anthony.com,"Williams, White and Hill",SaaS,referral,7.6,29.9,19,6,26.4,False,0.129,81,2026-03-08
LEAD-01134,Kristina Lozano,tateamy@riley-gentry.com,"Long, Williams and Banks",Retail,demo_request,47.7,54.1,17,17,11.7,False,0.483,64,2026-03-26
LEAD-01135,Nicole Bradford,joseph49@wilson.com,Rodriguez LLC,Healthcare,webinar,15.7,16.7,11,1,7.1,False,0.121,81,2026-02-11
LEAD-01136,Wesley Morris,vperez@braun.com,"Snyder, Rogers and Turner",Education,demo_request,50.6,37.2,50,8,1.1,False,0.361,62,2026-02-16
LEAD-01137,Christopher Dennis,toddescobar@moore-mcdaniel.com,Osborne-Blair,Healthcare,content_download,53.9,97.4,7,18,22.0,False,0.583,70,2026-02-09
LEAD-01138,Sean Haynes,justinchandler@rubio-hall.com,Murray-Sherman,SaaS,organic_search,2.9,0.0,5,5,3.1,False,0.009,26,2026-03-23
LEAD-01139,John Owens,richard53@buckley.com,"Escobar, Mitchell and Malone",Retail,referral,15.6,8.0,12,19,30.8,False,0.166,84,2026-01-31
LEAD-01140,Rebecca Hall,mharrington@burns.biz,Mendez PLC,E-commerce,content_download,4.5,0.0,26,19,36.3,False,0.0,33,2026-02-04
LEAD-01141,Karen Lee,nguyenkatelyn@smith.com,Casey Inc,Fintech,referral,18.3,5.0,6,20,35.1,False,0.133,51,2026-01-29
LEAD-01142,Dr. Joshua Kaufman,braunapril@oconnor.info,"Wright, Matthews and Washington",Retail,content_download,11.4,8.2,27,8,22.0,False,0.077,4,2026-01-30
LEAD-01143,Clifford Stewart,weberjerry@hernandez.com,Baker-Steele,Healthcare,social,71.7,76.7,12,14,15.7,True,0.583,47,2026-02-22
LEAD-01144,Susan Valentine,fstone@greene.info,"Daniel, Stevens and Ochoa",Fintech,content_download,46.5,31.8,46,0,24.7,False,0.489,14,2026-03-11
LEAD-01145,Jason Myers,xcole@reese.biz,Robinson Group,Healthcare,organic_search,38.2,0.0,42,0,3.8,False,0.41,50,2026-03-26
LEAD-01146,Sheila Lee,jmiller@stewart.org,Barr PLC,E-commerce,content_download,32.8,43.7,34,7,8.4,False,0.265,43,2026-03-14
LEAD-01147,Patricia Elliott,thompsontonya@potts.biz,Stewart Ltd,Fintech,webinar,35.5,49.8,3,1,37.8,False,0.356,64,2026-03-20
LEAD-01148,Jeffrey Jones,susanprice@fletcher.com,"Gonzalez, Stewart and Anderson",Education,organic_search,39.9,51.3,48,12,39.5,False,0.387,90,2026-03-16
LEAD-01149,Donna Freeman,laurenwhite@king.com,Blackwell-Anderson,SaaS,webinar,65.6,50.9,25,0,36.2,True,0.758,19,2026-01-30
LEAD-01150,Cody Hart,fernandezvincent@wilson.biz,"Barnes, Buck and Guerrero",Healthcare,organic_search,39.5,29.9,26,15,6.7,False,0.474,17,2026-03-16
LEAD-01151,Corey Davis,candiceadams@lynch.com,Tucker Ltd,Education,referral,14.8,12.5,48,8,44.4,False,0.137,61,2026-03-18
LEAD-01152,Deanna Rodriguez,marquezjill@elliott-hodge.com,"Roberts, Nguyen and Hanson",E-commerce,organic_search,45.2,37.9,25,1,35.7,False,0.378,8,2026-01-26
LEAD-01153,Veronica Braun,ybell@rogers.com,Ryan-Molina,Retail,referral,41.9,41.0,42,7,22.4,False,0.355,59,2026-02-28
LEAD-01154,Susan Abbott,brian10@cox-thompson.info,"Cervantes, Franklin and Wells",Fintech,organic_search,39.2,40.6,17,3,24.7,False,0.391,6,2026-02-08
LEAD-01155,Stacy Kennedy,brandon25@wright.com,Benjamin and Sons,SaaS,referral,30.2,19.1,11,19,1.6,False,0.384,85,2026-03-03
LEAD-01156,Dustin Maxwell,sarah03@smith.com,Harrington-Harrison,Education,referral,12.2,7.9,40,17,32.5,False,0.166,14,2026-03-09
LEAD-01157,Malik Alexander,kmeyer@moyer.com,Harris-Smith,E-commerce,referral,36.1,20.9,4,11,34.6,False,0.33,35,2026-03-08
LEAD-01158,Paul Howell,alexander90@clark-cortez.com,"Mccarty, Rodriguez and Price",Media,content_download,50.8,83.4,44,13,33.4,False,0.515,70,2026-03-18
LEAD-01159,James Mitchell,kevin02@miller.com,Ortega LLC,Manufacturing,referral,39.1,40.8,49,11,20.5,False,0.333,3,2026-03-17
LEAD-01160,Eric Pollard,ashley28@hood.biz,Fletcher and Sons,Healthcare,demo_request,52.8,59.1,47,7,18.2,False,0.411,60,2026-03-24
LEAD-01161,Herbert Brown,gmejia@sullivan.net,"Williams, Ryan and Myers",Manufacturing,content_download,27.6,16.4,38,8,34.7,False,0.372,78,2026-01-29
LEAD-01162,Matthew Bauer,jeremy17@obrien-miller.com,Noble-Jones,E-commerce,demo_request,38.3,61.5,2,18,34.4,False,0.291,80,2026-01-29
LEAD-01163,Samantha Nguyen,sandrajones@griffin-vargas.biz,Miranda Group,Healthcare,content_download,29.9,15.3,31,16,13.1,False,0.468,52,2026-02-27
LEAD-01164,Joseph Franklin,vward@olsen.org,"Woods, Ryan and Dixon",Manufacturing,paid_search,35.9,45.8,14,1,24.4,False,0.159,37,2026-02-02
LEAD-01165,Jason Reid,grivera@dunn.info,Schneider-Thornton,Manufacturing,demo_request,47.8,51.5,14,6,12.3,False,0.59,28,2026-02-13
LEAD-01166,Angela Bowman,kelly74@mclean-murray.biz,Meyer Ltd,SaaS,social,27.4,29.9,40,17,8.2,False,0.342,60,2026-02-28
LEAD-01167,Kristen Romero,larrymoody@campbell-raymond.com,Nash Ltd,SaaS,organic_search,25.3,37.3,2,4,18.0,False,0.354,60,2026-03-02
LEAD-01168,William Jones,ronald27@williams-miller.com,Martin-Morales,Manufacturing,social,29.2,32.0,17,14,16.0,False,0.315,79,2026-03-21
LEAD-01169,Kimberly Short,shannonmorton@johnson.com,Sanders-Velasquez,Retail,demo_request,11.7,16.7,19,2,42.7,False,0.141,27,2026-03-08
LEAD-01170,Patricia Randolph,rwilliams@walters-elliott.com,Allen LLC,Fintech,social,17.2,46.1,6,3,21.5,False,0.156,19,2026-02-26
LEAD-01171,Kimberly Robertson,jessicawalker@davis.com,Dixon-Galvan,Healthcare,organic_search,12.3,34.0,13,11,23.1,False,0.122,12,2026-02-10
LEAD-01172,Taylor Mccoy,everettlindsay@graham-clark.info,"West, Wolfe and Miller",Media,demo_request,40.2,26.7,12,12,43.1,False,0.421,88,2026-03-22
LEAD-01173,Christian Herrera,smithandrew@adkins.biz,Owens Inc,Healthcare,demo_request,39.4,51.5,2,17,34.6,False,0.388,7,2026-03-16
LEAD-01174,Samantha Hogan,heather91@dudley-thomas.info,"Tucker, Gutierrez and Smith",Education,webinar,14.5,0.0,41,20,1.1,False,0.074,89,2026-03-26
LEAD-01175,Taylor Martin,changeric@wilson.info,Hatfield-Baird,Retail,content_download,51.5,58.6,6,3,7.9,False,0.571,48,2026-02-10
LEAD-01176,Angel Vargas,hmcgee@jackson-taylor.com,Moreno Inc,SaaS,social,43.2,21.2,20,7,3.2,False,0.345,41,2026-01-30
LEAD-01177,Kara Fleming,gonzaleskaren@parker-smith.com,Ewing-Kent,Media,referral,52.6,37.0,9,2,4.9,False,0.421,57,2026-02-20
LEAD-01178,Katherine Morris,mkelley@mcfarland.com,Vincent Ltd,E-commerce,content_download,8.4,23.4,26,16,5.2,False,0.012,73,2026-02-16
LEAD-01179,Jonathan Thompson,omitchell@franco.com,Bailey-Evans,E-commerce,demo_request,7.0,21.3,43,14,45.0,False,0.0,55,2026-03-03
LEAD-01180,Nicholas Ortiz,krice@lopez.info,"Brennan, Lee and Holland",Healthcare,social,23.9,35.6,9,2,15.4,False,0.235,54,2026-03-10
LEAD-01181,Amanda Burnett,heather63@richardson-kelly.com,Thomas Ltd,Media,paid_search,14.9,15.5,42,14,5.6,False,0.074,2,2026-03-25
LEAD-01182,Lacey Miller,david35@diaz.org,Diaz-Hudson,Media,demo_request,10.5,17.2,1,12,24.3,False,0.182,68,2026-03-14
LEAD-01183,Rickey Hanson,tara59@garcia.com,Taylor Ltd,Retail,social,46.7,61.7,27,9,5.0,False,0.437,61,2026-02-14
LEAD-01184,Mary Smith,vjones@jordan.com,Huber Inc,Healthcare,social,41.9,46.6,39,9,19.5,False,0.453,73,2026-01-26
LEAD-01185,Jason Washington,fgomez@hurst.com,"Reynolds, Evans and Reed",Media,social,60.2,36.6,12,10,8.2,True,0.669,59,2026-02-27
LEAD-01186,Teresa Holmes,ianwilliamson@schneider.com,Davis-Reed,Media,referral,40.5,46.0,35,18,37.6,False,0.264,82,2026-03-04
LEAD-01187,Mr. Charles Robinson PhD,cwebster@mayo-whitaker.com,"Black, Vasquez and Espinoza",Media,content_download,56.3,47.0,31,7,30.8,False,0.432,74,2026-02-27
LEAD-01188,Tracey Esparza,staceychen@estrada.info,Reid-Brown,Manufacturing,organic_search,33.4,21.4,25,20,40.6,False,0.192,5,2026-03-12
LEAD-01189,Mr. Joseph Wolfe,dmyers@rich.com,Payne Group,Healthcare,content_download,34.0,37.4,11,20,11.6,False,0.606,62,2026-02-24
LEAD-01190,David Horton,kfarmer@rogers.com,Moreno-Gibson,SaaS,organic_search,54.9,34.8,17,0,39.7,False,0.407,46,2026-02-08
LEAD-01191,Crystal Smith,paula64@webb-pennington.com,Moreno PLC,SaaS,content_download,26.8,31.1,29,20,36.6,False,0.388,45,2026-02-26
LEAD-01192,Stephanie Miller,heather03@simpson.com,"Velazquez, Hill and Nelson",E-commerce,webinar,44.7,80.6,40,12,32.9,False,0.359,81,2026-02-16
LEAD-01193,Phillip Silva,rothbriana@wilkins.org,Terry-Brown,Healthcare,paid_search,31.2,24.3,15,1,29.4,False,0.397,63,2026-03-18
LEAD-01194,Sherry Powell,elizabeth65@boyd-turner.com,Lopez-Marshall,Media,paid_search,16.5,25.9,22,18,19.1,False,0.093,90,2026-03-04
LEAD-01195,Julie Diaz,sskinner@novak-perkins.info,Peterson-Miller,E-commerce,social,57.0,58.4,41,20,27.6,False,0.448,45,2026-02-15
LEAD-01196,Ian Zimmerman,rcollins@hodge.com,Cruz-Austin,Healthcare,paid_search,47.8,37.0,50,16,34.9,False,0.362,12,2026-03-01
LEAD-01197,Jordan Garcia,chelsea71@roberts.com,"Flores, Ibarra and Cole",Retail,paid_search,23.3,31.3,49,18,30.9,False,0.085,3,2026-02-16
LEAD-01198,David Roberts,zacharydawson@brooks.com,Morgan-Bell,E-commerce,social,63.0,77.4,47,13,18.2,True,0.516,85,2026-02-16
LEAD-01199,Christina Evans,pmcgrath@robinson-marks.biz,Bray-Kelly,Healthcare,organic_search,21.3,23.6,37,17,3.1,False,0.187,11,2026-02-08
LEAD-01200,Robert Esparza,sandra69@huerta.net,"Burns, Reid and Bowman",Healthcare,social,7.7,10.3,13,8,36.8,False,0.107,27,2026-03-14
